id,username,Gender,email,Country,Age,Business or personal,days since ac creation,days since last tweet,days since last login,#of Tweets,#of Tweets / day,Facebook member?,Pinterest member?,Instagram member?,use twitter for authorization?,Profile pic?,Profile description?,# Following,# of Followers,Mobile
464,aramirezdf,M,sdiazcv@odnoklassniki.ru,Indonesia,25,personal,1418,11,3,3557,3,1,0,1,1,1,0,1489,298,0
77,hwatkinscc,F,ajordan24@yolasite.com,Indonesia,27,personal,1120,21,15,2217,2,1,0,0,1,1,1,1131,694,1
102,wclark3u,M,rcoleman2t@usa.gov,China,25,personal,224,7,7,608,3,1,0,0,1,1,1,457,63,1
167,jfieldsa9,M,jwood4m@cisco.com,France,30,personal,2150,15,0,3760,2,1,0,1,1,1,1,4342,559,1
342,tcollins9g,M,ataylor9h@myspace.com,Dominican Republic,21,personal,342,27,25,591,2,1,0,1,1,1,1,1040,144,1
990,kclarkf9,M,hshawrh@soundcloud.com,Iran,24,business,621,8,7,1434,2,1,0,1,1,1,1,634,130,1
537,pfernandezn2,M,nhendersonew@independent.co.uk,Russia,18,personal,473,12,4,764,2,1,0,1,1,1,0,955,217,1
71,amontgomery3r,M,tburns1y@csmonitor.com,China,21,business,2491,5,4,4335,2,0,0,1,0,1,0,2591,573,1
261,bstonemb,M,gferguson78@meetup.com,Russia,21,personal,268,23,20,735,3,1,0,0,0,1,1,806,171,1
307,jramosoz,M,rknight8i@webeden.co.uk,Sweden,25,personal,922,22,3,1305,1,1,0,1,1,0,0,1862,203,1
516,rmurrayic,F,rmyerseb@shareasale.com,Pakistan,19,business,49,22,5,33,1,1,0,0,1,0,1,150,30,0
997,bsanchez13,M,jpetersonro@reverbnation.com,Armenia,25,personal,1402,18,2,2852,2,1,0,1,0,1,1,4278,926,1
879,gclarkpa,F,pgrantoe@sciencedirect.com,Sweden,23,personal,767,7,0,1608,2,1,0,0,1,1,0,775,330,1
609,gmorales6r,M,jgordongw@shareasale.com,China,20,personal,831,9,1,1795,2,0,0,1,1,1,1,2501,390,0
576,elynchgk,M,rporterfz@google.ru,Luxembourg,20,personal,311,27,11,831,3,0,0,0,0,1,1,936,87,0
468,bfranklindg,F,mphillipscz@live.com,Indonesia,25,business,145,18,10,319,2,1,0,0,1,1,0,150,91,1
333,asnydermm,M,jbradley98@noaa.gov,Russia,28,personal,94,31,4,170,3,1,0,1,1,0,1,191,23,1
428,jgardner5p,F,jcarterbv@devhub.com,China,19,personal,215,30,7,470,3,1,0,1,1,0,1,437,103,1
822,ghicks7o,F,ptuckermt@unesco.org,China,20,business,40,8,7,44,1,0,0,0,1,1,1,82,9,1
343,tbaileyob,F,jrivera9i@netvibes.com,Slovenia,30,personal,406,31,0,1117,3,0,0,1,1,1,1,426,167,1
838,vjohnstoneg,F,kjamesn9@lulu.com,Indonesia,21,personal,207,12,4,565,3,1,0,1,1,1,1,628,91,1
806,nmartinau,M,ahughesmd@craigslist.org,French Polynesia,29,personal,430,24,9,1093,3,1,0,1,1,1,1,1300,189,1
296,clewiscu,M,fmyers87@bluehost.com,Indonesia,25,personal,501,1,0,1291,3,0,1,1,1,1,1,1023,135,0
664,lknightdy,F,awallaceif@wordpress.com,Indonesia,23,personal,1484,29,16,2430,2,1,0,0,1,1,1,4512,356,1
444,jbrowndd,F,hortizcb@topsy.com,Indonesia,25,personal,199,2,1,577,3,1,1,1,1,1,0,598,95,1
789,bjohnsonjw,M,pcarrlw@mapquest.com,Philippines,27,personal,480,25,10,639,1,1,0,1,1,0,0,485,298,1
534,nmorris23,M,jhendersonet@photobucket.com,Brazil,26,personal,127,19,8,244,2,0,0,0,1,1,1,128,86,0
753,ikingin,M,abrownkw@wikimedia.org,Papua New Guinea,26,business,816,6,3,1651,2,1,0,0,1,1,1,2488,351,1
289,ewardcs,F,nwells80@dailymotion.com,Indonesia,20,personal,1975,13,4,4652,2,1,0,1,1,1,1,2014,1303,0
326,mfernandez57,F,cphillips91@telegraph.co.uk,China,23,personal,826,20,3,1733,2,1,1,1,1,1,1,2493,528,0
109,rfoxj4,M,fday30@amazon.com,Philippines,25,business,1663,24,12,2606,2,1,0,0,1,1,0,1747,749,0
841,ahughesr3,F,bmurraync@ezinearticles.com,United States,29,personal,135,31,26,165,2,0,0,0,1,1,0,275,89,1
423,mallen5o,M,pjamesbq@seesaa.net,China,27,business,756,9,4,2168,3,1,0,0,1,0,1,763,491,1
136,nwilliamsm1,M,amorales3r@mapquest.com,Russia,28,personal,669,21,1,1050,2,1,1,0,1,1,1,2012,160,0
804,lreedno,M,rperrymb@cbsnews.com,Russia,28,personal,845,29,12,1308,2,1,0,1,1,0,1,2544,363,1
805,rpayneht,F,arichardsonmc@networkadvertising.org,Nicaragua,19,personal,1350,12,0,2726,2,1,1,1,1,1,0,2714,878,1
493,jcollinsbz,F,bjonesdo@lulu.com,Honduras,27,personal,1467,14,8,2777,2,0,0,1,1,1,1,2979,939,1
161,dpetersj9,M,creyes4g@blogger.com,Philippines,20,personal,66,21,1,90,2,1,0,1,1,1,1,69,18,1
56,dgonzalez3p,M,tgeorge1j@squidoo.com,China,30,personal,536,2,0,1373,3,0,1,0,1,0,0,1624,343,1
37,rhart3l,F,mbrooks10@auda.org.au,China,18,personal,189,11,2,519,3,1,0,1,1,1,0,386,47,1
665,swhitedz,M,slynchig@huffingtonpost.com,Indonesia,30,personal,2253,26,2,5058,2,0,0,1,1,0,1,6870,541,1
199,bshawaa,F,bburke5i@storify.com,France,27,personal,614,31,9,779,1,0,1,0,0,0,1,1234,270,1
615,jwilson27,M,sdayh2@cbc.ca,Brazil,29,personal,265,20,17,566,2,1,1,1,1,0,1,808,167,1
141,pcastillob9,F,ddiaz3w@dyndns.org,Greece,25,business,398,23,6,857,2,1,0,0,1,0,1,414,247,1
734,drichardsi2,M,kbishopkd@hibu.com,Nigeria,28,business,100,4,3,184,2,1,1,0,1,0,1,305,22,1
653,rperry6x,M,jcruzi4@blogspot.com,China,24,personal,1962,20,9,4834,2,1,0,1,1,0,1,5985,942,1
988,ngomezf1,M,dwellsrf@guardian.co.uk,Indonesia,25,personal,1334,31,28,1719,1,1,0,0,1,1,1,1361,814,1
363,rnicholsmr,F,kmorenoa2@bizjournals.com,Russia,27,personal,376,16,9,715,2,1,0,1,1,1,1,760,105,0
217,rjackson4g,F,dcarr60@elpais.com,China,22,personal,966,17,6,1620,2,1,0,0,1,1,0,1014,599,1
681,rhansenbi,F,shernandeziw@unc.edu,Greece,25,personal,804,11,11,834,1,1,1,0,1,1,0,844,547,1
310,bburke53,M,jhicks8l@si.edu,China,24,personal,992,27,18,2465,3,1,0,1,1,1,0,3015,674,0
448,llaner,F,jharriscf@dmoz.org,Argentina,18,personal,397,1,0,764,2,1,0,1,1,1,1,815,83,1
149,staylor45,M,hjohnson44@epa.gov,China,22,personal,225,9,7,522,2,1,0,1,1,1,1,452,56,1
45,jelliotta3,F,amurray18@furl.net,France,19,personal,1795,6,3,5280,3,1,0,0,0,1,0,1831,377,1
994,molivero5,M,mlopezrl@1wire.com,Russia,24,personal,1316,29,22,3568,3,1,1,1,1,1,1,2684,895,1
85,smontgomery8x,F,proberts2c@wp.com,Czech Republic,21,personal,382,26,25,830,2,0,1,1,0,1,1,767,164,1
104,maustin3v,M,ebradley2v@phoca.cz,China,21,personal,1012,5,2,2305,2,1,0,1,1,1,0,3078,456,1
850,hlawson2k,M,lbrownnl@de.vu,Brazil,24,business,2391,29,25,4420,2,1,0,1,1,1,0,7196,980,1
949,marnoldny,M,rbanksqc@slideshare.net,Russia,23,personal,104,16,3,98,1,0,0,1,1,1,1,315,70,0
569,cdunndr,M,hkelleyfs@auda.org.au,Indonesia,29,business,372,7,5,846,2,0,0,0,1,1,0,1131,167,1
502,pthomasgz,F,aharperdx@netlog.com,Malta,18,personal,499,12,1,793,2,0,0,1,1,1,1,519,135,1
181,csimmons4a,F,joliver50@histats.com,China,23,personal,563,2,1,1533,3,0,1,0,1,1,1,569,349,1
914,asims84,M,fsnyderpd@wunderground.com,China,22,personal,2129,27,4,4341,2,1,0,1,1,1,0,4364,873,1
586,rrodriguezfd,F,vwilsong9@usa.gov,Ireland,20,business,480,19,14,693,1,1,0,1,1,1,0,495,293,1
600,pbrooks6o,F,lrogersgn@lycos.com,China,29,personal,1128,3,0,3258,3,0,1,1,0,1,1,3408,711,0
642,cwagnerfw,M,blawrenceht@paypal.com,Japan,25,personal,321,19,19,799,3,0,1,0,1,1,0,331,144,1
458,ahallih,M,cpowellcp@tiny.cc,Palestinian Territory,21,personal,58,1,0,143,2,1,0,1,1,1,0,60,38,0
546,sbrownfu,M,jlynchf5@scribd.com,Japan,30,personal,203,14,14,291,2,1,0,1,1,1,0,207,83,1
703,cortize2,F,dtorresji@ebay.co.uk,Indonesia,18,business,679,11,8,1983,3,0,0,0,1,1,0,1392,163,1
675,rwalker9e,M,vburkeiq@prnewswire.com,Democratic Republic of the Congo,28,personal,1512,2,2,3306,2,1,0,0,0,0,1,1527,620,0
855,bfoxnr,M,agibsonnq@altervista.org,Russia,20,personal,862,7,4,2211,3,1,0,1,1,0,1,897,578,0
254,mrileyoh,F,sburton71@intel.com,South Africa,26,personal,725,26,16,1005,1,1,0,0,1,0,0,1457,486,1
550,lreynoldsn4,F,jmorrisf9@mediafire.com,Russia,28,personal,192,11,10,541,3,1,0,0,1,1,1,201,54,0
940,jjones8v,F,bjohnsonq3@domainmarket.com,Cuba,19,personal,190,10,7,416,2,0,0,0,0,1,1,581,118,1
710,mbarnes95,F,mbarnesjp@behance.net,Czech Republic,24,personal,714,7,3,2051,3,1,0,0,1,1,1,1436,150,1
381,nwelchqn,M,rfrazierak@hubpages.com,United States,29,personal,62,8,0,76,1,1,1,1,1,1,1,188,29,0
689,cgarzaf6,M,dgordonj4@washingtonpost.com,Iran,26,personal,559,30,1,1369,3,0,0,0,1,1,1,1701,358,0
617,rsnyderkm,M,bnicholsh4@blogs.com,Poland,18,personal,370,4,1,600,2,1,0,1,1,1,0,747,244,0
795,rgonzaleze9,F,nlongm2@youtu.be,Indonesia,26,personal,369,24,12,556,2,0,1,0,1,0,1,1125,229,1
35,freedfo,F,jmccoyy@globo.com,Japan,21,personal,193,31,21,315,2,1,0,1,1,1,1,202,87,0
198,preyesqj,M,jsmith5h@theglobeandmail.com,United States,20,personal,726,14,12,1299,2,1,0,1,1,0,0,1460,487,1
67,pboydf2,F,gwatson1u@macromedia.com,Iran,29,business,921,26,9,1596,2,1,0,1,1,0,0,2809,608,1
944,rramospb,M,psnyderq7@whitehouse.gov,Sweden,30,personal,1085,20,8,1315,1,1,1,0,1,1,1,1140,228,1
391,pwilsonga,F,abrooksau@thetimes.co.uk,Laos,29,personal,1673,1,0,2467,1,1,0,0,1,1,1,1690,1104,1
260,sgutierrezma,M,rkennedy77@diigo.com,Russia,23,personal,266,1,1,791,3,1,0,0,1,1,1,534,74,1
594,mgarrettn8,F,gpricegh@blogs.com,Russia,22,personal,1687,30,7,4786,3,1,0,1,1,0,1,1704,354,1
87,sprice1r,F,randrews2e@patch.com,Brazil,25,personal,567,14,13,599,1,1,1,1,1,1,0,590,369,1
736,jramirezpv,F,scarrkf@adobe.com,Tunisia,23,business,2376,3,1,4245,2,1,0,1,1,0,1,4823,974,1
365,wlaned0,F,pwashingtona4@netscape.com,Indonesia,22,personal,754,10,2,2013,3,1,0,1,1,0,0,2285,498,1
299,scarpenter1v,M,cthompson8a@ebay.com,Brazil,21,business,908,29,10,1495,2,1,0,0,1,1,1,2762,436,1
127,jcarroll2w,F,mrobertson3i@shop-pro.jp,Canada,21,personal,686,11,1,1158,2,1,0,1,1,1,1,1406,302,1
5,pmoreno3d,M,wbowman4@ow.ly,China,30,personal,155,19,13,354,3,1,0,1,1,1,0,162,37,1
742,hfreemang6,F,arussellkl@eventbrite.com,Kazakhstan,22,personal,446,16,7,491,1,1,0,0,0,1,1,905,272,1
165,jfreeman48,M,jnichols4k@uiuc.edu,China,19,personal,1944,9,1,5492,3,1,1,1,1,1,0,3908,428,1
870,bmurrayjy,F,skimo5@sphinn.com,Philippines,20,personal,305,30,2,808,3,1,0,1,1,1,1,624,134,1
415,mdeandb,F,drobertsbi@joomla.org,Indonesia,29,personal,512,22,9,633,1,1,0,1,1,1,1,1542,133,1
916,rreednv,M,shunterpf@hugedomains.com,Russia,20,personal,2507,24,18,2556,1,1,0,0,1,1,0,5040,1655,1
985,gpetersa2,F,mlewisrc@naver.com,Finland,20,business,2428,12,10,5812,2,1,0,1,1,0,1,7332,1044,0
732,rmatthewsr1,F,jortizkb@cnbc.com,United States,29,personal,831,16,6,2349,3,1,0,1,1,0,1,2536,208,1
433,phall5q,F,rmurphyc0@printfriendly.com,China,29,personal,1219,28,1,3308,3,0,1,1,1,1,1,3707,793,0
781,kbutlerao,M,smorenolo@macromedia.com,France,23,personal,36,1,0,58,2,1,0,1,1,1,0,74,8,0
125,kwallacel3,F,bwilson3g@va.gov,Portugal,30,personal,1561,30,8,3118,2,1,0,0,1,1,1,3169,952,1
593,areedn7,M,htaylorgg@ebay.co.uk,Russia,30,personal,2379,21,15,5431,2,1,0,0,1,1,1,2474,666,1
630,dgutierrezak,F,emitchellhh@pinterest.com,France,25,personal,314,13,13,487,2,1,0,1,1,1,1,643,210,1
97,kcrawford3t,M,pparker2o@ask.com,China,22,personal,79,13,3,158,2,1,0,1,1,1,1,240,17,1
697,thughesim,F,sfranklinjc@nydailynews.com,Panama,21,business,779,3,3,1117,1,1,0,1,1,1,1,787,335,1
114,swebbj5,F,mfox35@globo.com,Philippines,30,personal,244,1,0,264,1,1,0,1,1,1,0,743,112,1
762,cellis7d,F,svasquezl5@wunderground.com,China,22,business,1248,29,22,1668,1,0,0,1,0,1,0,1260,537,1
624,kjohnstondv,M,dleehb@slideshare.net,Indonesia,21,personal,988,7,3,2175,2,1,0,0,0,1,1,1008,632,1
389,nparkerji,M,crossas@taobao.com,Philippines,25,personal,89,28,3,134,2,1,0,1,1,0,0,179,43,1
847,dortizqe,F,delliottni@berkeley.edu,Ukraine,25,business,1000,25,9,1575,2,1,0,0,1,0,1,3050,630,0
952,tnichols9k,F,kschmidtqf@histats.com,Dominican Republic,28,personal,364,19,17,488,1,1,0,1,0,1,1,731,80,1
515,mhendersonr6,F,rsandersea@usda.gov,Uzbekistan,18,personal,1056,21,20,2609,3,1,0,0,1,1,0,2164,654,1
262,aburke4v,M,rdean79@wikimedia.org,China,29,personal,199,6,3,346,2,0,0,1,1,1,1,598,123,0
146,ejacobsj7,M,jrussell41@theglobeandmail.com,Philippines,25,personal,324,19,12,626,2,0,0,0,0,1,1,327,220,0
548,sbennett6f,F,barnoldf7@yale.edu,China,22,business,1774,6,5,4621,3,1,0,0,1,1,0,5392,745,1
25,rflores8w,F,pwilliamso@paypal.com,Czech Republic,20,personal,286,24,14,763,3,1,0,1,1,0,1,289,69,1
591,rtorres25,M,rgilbertge@joomla.org,Brazil,21,personal,274,31,31,700,3,1,0,1,1,0,1,832,63,1
195,aflores4b,M,tortiz5e@sun.com,China,24,business,859,11,1,2141,3,0,0,0,1,1,1,885,223,1
683,hjohnstonnh,M,arichardsiy@rambler.ru,Russia,23,personal,278,14,8,756,3,0,0,1,1,1,1,558,128,1
514,lrichards6c,F,dfraziere9@exblog.jp,China,30,personal,853,22,14,1301,2,1,0,1,1,1,1,1748,580,1
332,flee59,F,igray97@hatena.ne.jp,China,21,personal,1095,21,21,2524,2,1,0,1,1,1,1,1106,252,1
733,pmeyere5,F,tarnoldkc@cafepress.com,Indonesia,18,personal,489,6,0,527,1,0,1,1,1,1,1,508,308,0
163,sreidh,F,tgrant4i@nbcnews.com,Argentina,28,personal,931,22,8,2436,3,1,0,0,1,1,1,1880,400,1
334,mcoxm,M,cstevens99@archive.org,Argentina,19,personal,1891,8,0,2324,1,1,1,1,1,1,0,3800,1248,1
751,bhawkinsnl,M,aleeku@infoseek.co.jp,Russia,30,personal,1063,21,21,1667,2,1,0,1,1,0,0,2157,436,1
390,llopez30,F,ksandersat@hao123.com,Canada,28,personal,533,6,4,1078,2,0,0,0,1,1,1,1614,234,0
315,cberrycw,F,amurphy8q@amazon.co.jp,Indonesia,27,business,1680,9,5,4260,3,1,0,0,1,1,1,3444,403,1
134,lbrooksk9,M,sdiaz3p@pen.io,Poland,23,personal,386,18,14,773,2,1,0,1,1,1,1,390,93,0
439,aallen5s,F,kgarzac6@plala.or.jp,China,19,personal,57,10,2,124,3,1,1,1,1,1,1,59,39,0
460,jmooreqq,M,gevanscr@taobao.com,United States,26,business,366,6,5,863,2,1,0,0,1,1,0,743,95,0
110,dbutler3x,M,fhall31@i2i.jp,China,19,personal,240,2,2,318,1,0,0,0,1,1,0,722,149,1
603,abowmanjp,M,gromerogq@amazon.de,Philippines,20,business,1704,14,0,3137,2,1,0,0,1,0,1,5181,1125,1
475,creedhd,M,erogersd6@imdb.com,Mongolia,19,personal,747,5,0,2060,3,1,1,0,1,1,1,2248,202,0
40,mcampbelld,F,tyoung13@patch.com,Argentina,20,personal,157,8,5,442,3,1,0,1,1,0,1,165,75,1
746,gfreemanbk,M,alongkp@who.int,Greece,29,personal,2155,9,1,3592,2,1,1,1,1,1,0,4331,582,1
947,ddaylt,F,dwilliamsonqa@amazon.co.jp,Portugal,18,personal,693,27,11,971,1,0,0,1,1,1,1,721,298,1
883,spetersonpy,F,gdavisoi@bravesites.com,Uganda,22,personal,996,9,5,2521,3,1,0,1,1,1,1,2033,249,1
304,palexanderje,M,rortiz8f@cocolog-nifty.com,Philippines,21,personal,218,9,8,402,2,0,1,0,1,0,0,661,57,1
981,jwalkery,M,redwardsr8@smugmug.com,Argentina,18,personal,1433,4,0,4129,3,1,0,1,1,1,0,4328,373,1
486,jbrooksdh,M,jburtondh@wikia.com,Indonesia,23,personal,91,13,0,125,2,0,0,1,1,0,1,188,62,1
99,rholmesj3,M,rperkins2q@booking.com,Philippines,23,personal,279,7,3,811,3,0,1,0,0,0,1,562,59,1
108,jsmithcf,F,sstone2z@state.gov,Indonesia,30,personal,684,16,13,1360,2,1,1,1,1,0,1,2066,164,1
634,mgibsonp4,F,dschmidthl@oracle.com,Sweden,20,business,292,17,15,712,3,1,0,0,1,0,1,298,140,1
766,bhamiltongt,M,crobertsonl9@hc360.com,Malawi,19,business,498,31,24,661,1,1,1,0,1,0,1,1498,219,1
614,bmarshallqx,M,egomezh1@kickstarter.com,United States,23,personal,342,25,4,662,2,1,0,1,1,0,1,1039,75,1
36,bwilliamsonpz,M,jbarnesz@1und1.de,Ukraine,27,personal,2576,7,2,4996,2,1,0,0,1,1,1,2679,695,1
982,dmurphyf0,M,tmeyerr9@macromedia.com,Indonesia,27,personal,510,12,9,998,2,1,0,1,1,1,1,1029,341,0
961,jweaver9a,M,aburtonqo@google.co.uk,Czech Republic,27,personal,857,22,15,1372,2,1,0,0,1,1,0,1748,223,1
319,pmitchelljg,F,dparker8u@xing.com,Philippines,19,personal,1012,17,8,2283,2,1,1,0,1,1,0,1022,425,1
273,rmccoymd,M,charris7k@digg.com,Russia,27,personal,1307,9,4,2052,2,1,0,1,1,1,0,1359,627,0
887,lwilsoneq,F,lortizom@360.cn,Indonesia,28,personal,285,8,5,298,1,1,0,1,1,1,1,297,194,1
351,nmorgana,F,etaylor9q@goodreads.com,Angola,21,personal,530,30,7,1115,2,1,0,1,1,1,1,540,143,1
474,mroses,F,pclarkd5@fastcompany.com,Argentina,21,personal,588,9,2,752,1,1,0,0,0,1,0,1193,159,1
488,plittle65,M,tperrydj@spotify.com,China,18,personal,112,13,0,263,3,1,1,1,1,1,1,228,54,1
574,chayesds,F,kdanielsfx@pbs.org,Indonesia,22,personal,182,24,8,316,2,0,1,1,0,1,1,185,74,1
577,thudson6j,F,tgrahamg0@imdb.com,China,29,personal,433,20,11,940,2,1,0,1,1,1,0,1304,199,1
587,jkelleyod,M,nspencerga@usda.gov,Slovenia,22,business,241,1,1,673,3,1,0,1,1,1,0,253,116,1
358,rweavermp,M,rbryant9x@ted.com,Russia,18,personal,201,31,31,188,1,0,0,1,1,1,1,409,124,0
898,ssims1a,F,tcrawfordox@spiegel.de,Bangladesh,28,business,1231,12,4,1560,1,0,0,0,1,1,0,1268,751,1
567,hgibsonaf,F,lberryfq@constantcontact.com,France,23,personal,73,17,10,145,3,0,0,1,1,1,1,220,49,1
654,mpeters8q,F,kwillisi5@163.com,Comoros,26,personal,813,10,1,1572,2,0,1,0,1,1,1,1635,504,1
377,sfieldsqm,M,fmillsag@narod.ru,United States,29,personal,1671,24,6,1710,1,1,0,1,1,1,0,1704,468,1
561,hperkinsh9,M,cfowlerfk@myspace.com,Micronesia,29,business,1414,11,2,3422,2,1,0,1,1,1,0,4256,297,1
810,pelliott7n,F,jwelchmh@rediff.com,China,21,personal,1411,6,4,1554,1,0,1,1,0,1,1,1482,917,0
866,radamsel,M,jpriceo1@123-reg.co.uk,Indonesia,21,personal,299,8,4,479,2,0,1,0,1,1,0,610,188,1
499,amooreqs,M,pramosdu@vistaprint.com,United States,23,personal,1804,3,1,4037,2,1,0,1,1,1,0,3625,505,0
723,shayespp,M,hwalkerk2@friendfeed.com,Thailand,23,personal,337,13,3,466,1,1,0,1,1,1,0,692,138,1
815,bcooper1k,M,jbishopmm@desdev.cn,Bosnia and Herzegovina,29,business,1538,10,0,3168,2,0,0,0,1,1,0,4660,738,1
282,dmillerkc,F,tgutierrez7t@shutterfly.com,Poland,20,personal,1117,2,2,2611,2,1,0,0,0,0,1,1161,503,0
557,rross6h,F,pricefg@tripod.com,China,29,personal,1339,4,3,1672,1,1,0,1,1,0,1,4044,629,0
964,khenry9b,F,nelliottqr@toplist.cz,Czech Republic,27,personal,2206,23,7,3779,2,1,0,0,1,0,0,4521,1015,1
123,sphillips10,F,dspencer3e@taobao.com,Armenia,26,personal,932,6,6,967,1,1,0,0,1,1,1,2844,214,0
95,chowardo7,M,wlee2m@stanford.edu,Serbia,25,personal,67,22,19,95,2,0,0,0,0,1,1,69,27,1
890,sperkinser,F,mgutierrezop@mayoclinic.com,Indonesia,23,personal,562,20,7,1304,2,1,0,0,1,1,1,1708,146,1
632,swardqy,M,jgilberthj@fc2.com,United States,27,personal,2032,16,14,3099,2,1,1,1,1,1,1,4145,427,0
234,fflores2y,M,sgardner6h@cmu.edu,Canada,30,personal,1664,6,3,4375,3,0,0,0,1,1,1,3379,1015,0
500,sharper69,M,msmithdv@php.net,China,29,personal,1350,2,0,3640,3,1,0,1,1,1,0,2713,850,0
748,hwarren79,F,sfoxkr@feedburner.com,China,22,personal,110,1,1,217,2,0,1,0,1,0,1,116,46,1
309,jholmes9z,M,shudson8k@newsvine.com,Ethiopia,19,personal,148,28,12,274,2,1,0,1,1,1,1,154,98,0
871,acarrollen,M,wowenso6@intel.com,Indonesia,20,personal,1006,14,12,2912,3,1,0,1,1,0,0,2042,252,1
369,mkingfl,M,dknighta8@army.mil,Jamaica,21,business,163,29,16,281,2,1,0,1,1,0,0,493,104,1
193,jhillba,F,ijenkins5c@paypal.com,Greece,22,personal,992,17,16,2738,3,1,1,0,1,1,1,2034,218,1
568,afranklinh5,F,krobertsfr@aol.com,Mexico,18,personal,300,29,8,580,2,1,0,0,1,1,1,603,144,1
549,jtuckern3,M,jjacksonf8@mozilla.com,Russia,26,personal,568,12,0,1141,2,1,0,0,1,1,1,1148,369,1
518,jchapmanmy,F,lalexandered@gizmodo.com,Russia,25,personal,136,7,4,375,3,1,0,1,1,0,1,142,85,1
483,jmorris63,M,sbryantde@si.edu,China,21,personal,98,19,2,189,2,1,1,1,1,1,0,298,64,1
909,aruizeu,M,ktuckerp8@spiegel.de,Indonesia,20,business,490,10,3,857,2,1,0,1,1,0,1,989,308,1
717,crose3a,F,ttaylorjw@independent.co.uk,Chile,25,personal,1080,23,23,1336,1,1,0,1,1,0,0,1134,281,1
622,psimpson6t,M,rrobinsonh9@mail.ru,China,28,business,224,16,7,562,3,1,0,0,1,1,1,231,152,1
246,kalvarez4s,M,jbarnes6t@amazon.com,China,30,personal,1230,7,6,1526,1,1,0,1,1,1,1,2472,529,1
706,delliotte3,F,pfreemanjl@weebly.com,Indonesia,20,personal,1562,13,7,2869,2,1,0,1,1,1,0,4765,953,1
18,bwright3h,M,preynoldsh@lycos.com,China,23,personal,2032,11,5,3594,2,1,0,0,0,1,1,2072,467,1
155,cwarrenfq,M,rcampbell4a@tripadvisor.com,Japan,21,personal,1643,25,20,4261,3,1,1,1,1,1,0,3336,1085,1
434,amendozamv,M,lramosc1@linkedin.com,Russia,28,personal,450,27,25,758,2,1,0,1,1,1,1,909,275,1
895,amedina81,F,spetersonou@squidoo.com,China,20,personal,304,22,8,738,3,1,0,1,1,1,1,612,201,1
564,tperez6i,F,sdiazfn@seesaa.net,China,21,personal,421,2,2,865,2,1,0,0,1,1,0,850,101,1
277,erodriguez4w,M,jmendoza7o@apple.com,China,21,business,160,27,6,318,2,1,0,1,1,0,1,486,107,0
221,ahawkins19,M,jgeorge64@multiply.com,Bangladesh,18,personal,571,13,10,1654,3,1,0,1,1,0,1,588,137,1
621,ktuckerkn,M,jarnoldh8@cbslocal.com,Poland,18,personal,1892,22,13,4560,2,0,1,1,1,1,1,1987,1268,0
189,pmarshall5,M,lgreene58@bloglines.com,Albania,28,personal,934,13,8,2319,2,1,0,1,1,1,0,2820,626,0
616,mowensn9,F,lbrooksh3@ycombinator.com,Russia,18,personal,1141,9,1,2973,3,1,0,0,1,1,1,3446,262,1
830,fbarnesef,F,kandrewsn1@infoseek.co.jp,Indonesia,27,personal,657,12,3,996,2,1,0,0,1,1,1,683,177,1
313,ehawkinsjf,F,swilliamson8o@amazon.co.uk,Philippines,22,personal,975,1,1,2480,3,1,0,1,1,1,1,985,595,1
367,jburkems,F,jfranklina6@npr.org,Russia,21,personal,711,9,4,817,1,1,0,1,1,1,1,2170,441,1
405,mfordpn,M,ehowellb8@1und1.de,Thailand,30,business,1604,6,5,1680,1,1,0,1,1,1,1,4828,385,1
269,pwagnerhi,F,amorales7g@sfgate.com,Mozambique,21,personal,309,12,3,400,1,1,0,1,1,1,0,934,145,1
983,jramirezo3,F,chughesra@wp.com,Russia,25,business,531,8,6,1291,2,0,0,1,0,1,0,1088,223,1
777,jgutierrezp7,M,sgarcialk@1und1.de,Sweden,24,personal,363,10,6,571,2,1,0,0,0,1,1,371,171,1
130,jwhite40,F,mgrant3l@1week.com,China,19,personal,64,31,1,82,2,1,0,1,1,0,0,130,43,1
685,vmcdonaldr0,M,aoliverj0@eventbrite.com,United States,22,business,1382,29,27,1503,1,1,0,0,1,0,1,2778,594,0
837,sturner7t,F,krobinsonn8@wsj.com,China,25,personal,248,30,20,455,2,1,0,1,0,1,1,751,64,1
420,rhall5n,M,wdavisbn@weebly.com,China,30,personal,2168,16,9,4327,2,1,0,0,1,1,0,6569,911,1
275,jjamescr,M,aarnold7m@earthlink.net,Indonesia,21,personal,689,15,12,1085,2,0,0,1,1,1,1,2073,441,0
344,vfoxpx,M,hhenderson9j@nationalgeographic.com,Uganda,29,personal,641,20,11,1135,2,0,0,0,0,1,1,1314,147,0
354,abellay,F,jmurray9t@state.gov,Georgia,18,business,887,14,10,1758,2,1,0,0,1,1,0,904,576,1
504,mmyersp2,M,pcrawforddz@sina.com.cn,Sweden,22,personal,127,3,3,329,3,1,0,1,1,0,1,256,33,1
829,tstanleynq,F,showelln0@senate.gov,Russia,21,personal,377,27,20,962,3,1,0,1,1,0,1,772,252,1
933,dbarnes86,M,ealvarezpw@usnews.com,China,25,business,1489,11,5,4232,3,0,0,0,1,1,1,4542,387,1
321,acampbell54,M,pberry8w@exblog.jp,China,30,personal,1083,9,2,2968,3,0,0,1,1,1,1,2188,238,1
